"playerID","mlbam_id","yearID","stint","teamID","lgID","W","L","G","GS","CG","SHO","SV","IPouts","H","ER","HR","BB","SO","BAOpp","ERA","IBB","WP","HBP","BK","BFP","GF","R","SH","SF","GIDP","FIP"
"surkaer01",474668,2011,1,"SFN","NL",2,2,6,6,0,0,0,80,32,17,1,17,13,0.311,5.74,1,0,2,0,126,0,18,2,2,NA,4.675
"drabeky01",475138,2010,1,"TOR","AL",0,3,3,3,0,0,0,51,18,9,2,5,12,0.295,4.76,0,2,0,0,69,0,9,1,2,NA,4.079
"drabeky01",475138,2011,1,"TOR","AL",4,5,18,14,0,0,0,236,87,53,10,55,51,0.289,6.06,0,11,1,0,365,2,54,3,5,NA,5.51652542372881
"drabeky01",475138,2012,1,"TOR","AL",4,7,13,13,0,0,0,214,67,37,10,47,47,0.25,4.67,0,7,1,0,317,0,41,0,1,NA,5.61836448598131
"outmajo01",489189,2008,1,"OAK","AL",1,2,6,4,0,0,0,77,34,13,1,8,19,0.327,4.56,1,1,2,0,116,0,14,0,2,NA,3.32680519480519
"outmajo01",489189,2009,1,"OAK","AL",4,1,14,12,0,0,0,202,53,26,9,25,53,0.212,3.48,0,1,0,0,276,1,30,1,0,NA,4.37422772277228
"felizne01",491703,2010,1,"TEX","AL",4,3,70,0,0,0,40,208,43,21,5,18,71,0.176,2.73,1,5,5,0,269,59,21,1,0,NA,2.96361538461538
"felizne01",491703,2011,1,"TEX","AL",2,3,64,0,0,0,32,187,42,19,4,30,54,0.194,2.74,1,2,0,1,252,56,22,3,2,NA,3.57045454545455
"felizne01",491703,2012,1,"TEX","AL",3,1,8,7,1,0,0,128,28,15,5,23,37,0.187,3.16,0,0,2,0,175,0,15,0,0,NA,4.641875
"fujikky01",493117,2013,1,"CHN","NL",1,1,12,0,0,0,2,36,11,7,1,2,14,0.239,5.25,0,2,2,0,50,5,7,0,0,NA,2.798
"matsuda01",493137,2009,1,"BOS","AL",4,6,12,12,0,0,0,178,81,38,10,30,54,0.325,5.76,1,8,2,0,283,0,38,1,1,NA,5.08576404494382
"matsuda01",493137,2010,1,"BOS","AL",9,6,25,25,0,0,0,461,137,80,13,74,133,0.24,4.69,1,4,8,0,664,0,84,3,8,NA,4.04863123644252
"matsuda01",493137,2011,1,"BOS","AL",3,3,8,7,0,0,0,112,32,22,4,23,26,0.224,5.3,0,0,1,0,167,1,24,0,0,NA,4.95357142857143
"ottavad01",493603,2013,1,"COL","NL",1,3,51,0,0,0,0,235,73,23,5,31,78,0.25,2.64,5,9,2,1,335,5,27,6,4,NA,3.15012765957447
"ottavad01",493603,2014,1,"COL","NL",1,4,75,0,0,0,1,195,67,26,6,16,70,0.271,3.6,1,4,4,0,272,16,26,2,3,8,3.10123076923077
